claim_id,worker_id,city,zone,date,claim_type,inactive_hours,payout_amount,rainfall_mm,aqi,temperature_c,gps_consistent,activity_coherent,timing_correlated,device_clean,confidence_score,is_legitimate,status
CLM-100032,GK-10063,Mumbai,Kurla,2025-12-28,Flooding,5.2,177.07,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100033,GK-10465,Delhi,Dwarka,2025-11-15,Flooding,7.5,369.33,0.0,318,39.4,True,True,True,True,100,True,approved
CLM-100034,GK-10445,Chennai,Chromepet,2025-11-29,Heavy Rainfall,3.1,147.91,43.2,29,35.2,True,False,True,True,86,True,approved
CLM-100035,GK-10252,Mumbai,Borivali,2025-12-28,Heavy Rainfall,9.8,977.76,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100036,GK-10212,Mumbai,Kurla,2025-12-28,Extreme Heat,6.8,503.16,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100037,GK-10020,Mumbai,Powai,2025-12-28,Civic Disruption,10.0,799.67,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100038,GK-10227,Delhi,Saket,2026-03-02,Extreme Heat,6.1,323.07,0.0,70,43.5,True,False,True,True,84,True,approved
CLM-100039,GK-10421,Delhi,Janakpuri,2026-02-22,Civic Disruption,8.4,292.75,0.0,190,23.6,True,False,False,False,43,False,rejected
CLM-100040,GK-10121,Delhi,Chandni Chowk,2026-02-04,Heavy Rainfall,9.5,398.49,0.0,151,27.9,False,False,False,True,32,False,rejected
CLM-100041,GK-10051,Chennai,Velachery,2025-10-18,Flooding,6.9,391.85,63.2,82,36.5,True,True,True,True,100,True,approved
CLM-100042,GK-10366,Delhi,Nehru Place,2026-01-28,Severe AQI,8.6,312.52,0.0,500,25.9,True,True,True,True,100,True,approved
CLM-100043,GK-10183,Mumbai,Powai,2025-12-28,Flooding,6.7,220.07,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100044,GK-10036,Mumbai,Malad,2025-10-20,Severe AQI,4.1,211.83,0.0,75,25.9,False,False,True,False,39,False,rejected
CLM-100045,GK-10102,Chennai,Mylapore,2025-10-29,Flooding,3.4,207.6,38.8,149,36.5,True,True,True,True,100,True,approved
CLM-100046,GK-10454,Delhi,Nehru Place,2025-12-03,Severe AQI,10.0,367.65,0.0,482,26.3,True,True,True,True,100,True,approved
CLM-100047,GK-10125,Delhi,Rohini,2025-12-12,Severe AQI,8.6,343.47,0.0,422,19.1,True,True,True,True,100,True,approved
CLM-100048,GK-10125,Delhi,Rohini,2025-10-17,Extreme Heat,7.4,295.54,6.0,74,43.5,True,True,True,True,100,True,approved
CLM-100049,GK-10200,Mumbai,Navi Mumbai,2025-12-28,Flooding,9.0,690.49,31.0,20,25.3,True,False,True,True,82,True,approved
CLM-100050,GK-10344,Chennai,Guindy,2025-11-04,Heavy Rainfall,6.6,242.93,37.8,115,32.9,False,True,True,True,81,True,approved
CLM-100051,GK-10285,Mumbai,Navi Mumbai,2026-02-07,Heavy Rainfall,5.8,163.59,0.0,118,27.6,False,False,True,True,48,False,rejected
CLM-100052,GK-10303,Mumbai,Thane,2025-12-28,Civic Disruption,5.3,314.89,31.0,20,25.3,True,True,False,True,89,True,approved
CLM-100053,GK-10111,Chennai,Tambaram,2025-10-24,Severe AQI,4.5,158.86,34.3,124,31.1,True,True,True,True,100,True,approved
CLM-100054,GK-10076,Mumbai,Dadar,2025-12-28,Severe AQI,7.3,386.28,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100055,GK-10416,Chennai,Anna Nagar,2025-10-02,Heavy Rainfall,9.0,830.08,39.3,192,37.3,True,True,True,True,100,True,approved
CLM-100056,GK-10156,Mumbai,Dadar,2025-11-12,Civic Disruption,8.7,777.1,6.3,65,36.0,False,False,False,True,37,False,rejected
CLM-100057,GK-10326,Mumbai,Thane,2025-12-28,Severe AQI,4.5,209.83,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100058,GK-10385,Delhi,Dwarka,2026-02-03,Flooding,8.9,286.8,1.6,162,31.2,True,True,False,True,74,False,review
CLM-100059,GK-10269,Delhi,Karol Bagh,2025-12-02,Severe AQI,10.0,337.09,0.0,395,34.5,True,True,True,True,100,True,approved
CLM-100060,GK-10211,Delhi,Janakpuri,2026-01-12,Severe AQI,3.8,374.36,0.0,354,29.8,True,True,True,True,100,True,approved
CLM-100061,GK-10291,Chennai,Adyar,2026-01-08,Severe AQI,7.4,380.72,0.0,316,28.3,True,True,True,True,100,True,approved
CLM-100062,GK-10232,Delhi,Janakpuri,2025-10-12,Extreme Heat,4.3,146.49,0.2,181,45.8,True,True,False,True,88,True,approved
CLM-100063,GK-10116,Chennai,Velachery,2025-11-24,Heavy Rainfall,9.0,405.35,46.5,55,34.0,True,True,True,True,100,True,approved
CLM-100064,GK-10000,Mumbai,Bandra,2025-12-28,Heavy Rainfall,6.8,282.01,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100065,GK-10084,Delhi,Karol Bagh,2026-01-17,Severe AQI,6.2,319.06,0.0,426,39.0,True,False,True,True,83,True,approved
CLM-100066,GK-10456,Mumbai,Andheri,2025-12-28,Flooding,5.8,140.0,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100067,GK-10462,Delhi,Rohini,2026-01-27,Severe AQI,4.8,287.22,0.0,321,40.8,True,False,False,True,73,True,review
CLM-100068,GK-10355,Mumbai,Thane,2025-12-28,Severe AQI,5.5,312.89,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100069,GK-10331,Mumbai,Dadar,2025-12-28,Severe AQI,4.5,151.06,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100070,GK-10171,Delhi,Nehru Place,2026-02-13,Severe AQI,6.5,432.09,6.2,133,25.5,True,False,True,False,58,False,review
CLM-100071,GK-10397,Delhi,Dwarka,2026-01-05,Flooding,5.1,356.33,0.0,323,26.4,True,True,True,True,100,True,approved
CLM-100072,GK-10297,Mumbai,Malad,2025-12-28,Heavy Rainfall,7.5,270.91,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100073,GK-10275,Chennai,Chromepet,2025-11-20,Civic Disruption,5.2,318.2,30.7,104,28.4,True,True,True,True,100,True,approved
CLM-100074,GK-10181,Chennai,Chromepet,2025-11-29,Heavy Rainfall,3.2,189.18,43.2,29,35.2,True,True,True,True,100,True,approved
CLM-100075,GK-10459,Delhi,Lajpat Nagar,2026-01-22,Severe AQI,3.5,34.32,0.0,490,25.8,True,True,True,True,100,True,approved
CLM-100076,GK-10016,Delhi,Chandni Chowk,2026-03-15,Extreme Heat,6.2,335.62,0.0,72,44.9,True,False,False,True,73,True,review
CLM-100077,GK-10198,Mumbai,Dadar,2025-12-28,Civic Disruption,3.4,148.73,31.0,20,25.3,True,True,False,True,90,True,approved
CLM-100078,GK-10401,Mumbai,Goregaon,2025-12-28,Flooding,7.2,437.42,31.0,20,25.3,False,True,True,True,85,True,approved
CLM-100079,GK-10473,Delhi,Chandni Chowk,2025-11-12,Extreme Heat,6.2,499.77,3.6,323,34.7,True,True,False,True,87,True,approved
CLM-100080,GK-10074,Delhi,Rohini,2025-12-31,Extreme Heat,5.8,261.84,0.0,310,32.6,True,True,True,True,100,True,approved
CLM-100081,GK-10320,Chennai,Guindy,2025-10-20,Heavy Rainfall,6.7,202.4,47.3,101,37.4,True,True,True,True,100,True,approved
CLM-100082,GK-10201,Mumbai,Powai,2025-12-28,Heavy Rainfall,9.6,368.27,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100083,GK-10313,Mumbai,Thane,2025-12-28,Heavy Rainfall,6.2,367.04,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100084,GK-10488,Mumbai,Dadar,2025-12-28,Extreme Heat,9.2,551.45,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100085,GK-10130,Chennai,Chromepet,2025-10-29,Heavy Rainfall,9.6,756.56,30.9,221,32.2,True,True,True,True,100,True,approved
CLM-100086,GK-10237,Mumbai,Kurla,2025-12-28,Severe AQI,4.5,233.88,31.0,20,25.3,True,True,True,False,94,True,approved
CLM-100087,GK-10364,Mumbai,Borivali,2025-12-28,Heavy Rainfall,6.5,280.45,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100088,GK-10472,Chennai,Tambaram,2025-12-04,Severe AQI,4.0,186.39,33.4,168,31.7,True,True,True,True,100,True,approved
CLM-100089,GK-10287,Mumbai,Malad,2026-02-14,Flooding,3.1,138.05,0.0,45,23.8,False,True,False,False,43,False,rejected
CLM-100090,GK-10184,Mumbai,Powai,2025-12-28,Civic Disruption,4.5,231.17,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100091,GK-10073,Delhi,Connaught Place,2026-01-11,Heavy Rainfall,8.4,567.09,0.0,336,29.0,True,True,True,True,100,True,approved
CLM-100092,GK-10144,Chennai,Anna Nagar,2025-12-07,Flooding,4.8,196.16,40.3,31,26.2,True,True,True,False,91,True,approved
CLM-100093,GK-10305,Chennai,T. Nagar,2025-11-15,Heavy Rainfall,8.8,369.63,59.0,95,29.8,True,True,False,True,89,True,approved
CLM-100094,GK-10088,Delhi,Rohini,2026-01-10,Severe AQI,7.7,442.6,0.0,398,20.3,True,True,True,True,100,True,approved
CLM-100095,GK-10476,Chennai,Chromepet,2025-12-29,Severe AQI,4.4,306.56,21.4,121,31.6,False,False,False,True,37,False,rejected
CLM-100096,GK-10222,Delhi,Lajpat Nagar,2025-11-23,Severe AQI,8.0,189.35,0.0,389,35.7,True,True,True,True,100,True,approved
CLM-100097,GK-10051,Chennai,Velachery,2025-10-18,Flooding,7.2,408.89,63.2,82,36.5,True,False,True,True,85,True,approved
CLM-100098,GK-10054,Mumbai,Thane,2025-12-28,Flooding,8.6,428.21,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100099,GK-10495,Chennai,Tambaram,2025-12-12,Extreme Heat,9.9,549.25,12.8,159,27.5,True,False,True,False,61,False,review
CLM-100100,GK-10032,Mumbai,Goregaon,2025-12-28,Flooding,8.4,394.98,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100101,GK-10478,Delhi,Janakpuri,2026-01-26,Flooding,7.9,599.13,0.0,150,24.7,False,False,False,False,25,False,rejected
CLM-100102,GK-10220,Delhi,Janakpuri,2025-10-23,Extreme Heat,9.7,258.05,0.0,119,45.5,True,True,True,True,100,True,approved
CLM-100103,GK-10313,Mumbai,Thane,2025-11-27,Severe AQI,6.1,361.12,0.0,132,26.9,False,False,False,False,24,False,rejected
CLM-100104,GK-10309,Delhi,Lajpat Nagar,2025-11-28,Severe AQI,7.4,404.12,0.0,500,41.0,False,True,False,True,72,True,review
CLM-100105,GK-10178,Mumbai,Kurla,2025-12-28,Extreme Heat,7.9,532.88,31.0,20,25.3,True,False,True,True,86,True,approved
CLM-100106,GK-10380,Chennai,T. Nagar,2025-10-29,Flooding,4.8,113.89,38.2,155,31.4,True,True,True,True,100,True,approved
CLM-100107,GK-10149,Chennai,Porur,2025-12-27,Heavy Rainfall,7.6,417.69,57.4,83,23.6,True,True,True,True,100,True,approved
CLM-100108,GK-10495,Chennai,Tambaram,2025-10-11,Heavy Rainfall,5.2,288.5,55.9,77,34.9,True,True,True,True,100,True,approved
CLM-100109,GK-10089,Mumbai,Malad,2025-12-28,Heavy Rainfall,3.8,175.3,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100110,GK-10192,Delhi,Nehru Place,2025-10-01,Civic Disruption,3.1,122.01,0.0,119,25.8,False,False,False,False,21,False,rejected
CLM-100111,GK-10252,Mumbai,Borivali,2025-12-28,Flooding,5.4,538.77,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100112,GK-10460,Delhi,Rohini,2025-12-22,Severe AQI,7.1,437.87,0.0,393,35.1,True,True,True,True,100,True,approved
CLM-100113,GK-10263,Chennai,T. Nagar,2025-10-01,Severe AQI,5.3,252.59,33.8,37,31.3,True,True,True,True,100,True,approved
CLM-100114,GK-10029,Mumbai,Kurla,2025-12-28,Extreme Heat,9.4,478.74,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100115,GK-10341,Delhi,Dwarka,2025-12-05,Severe AQI,7.0,247.51,0.0,409,28.7,True,False,True,False,81,True,approved
CLM-100116,GK-10152,Mumbai,Goregaon,2025-12-28,Severe AQI,8.4,299.14,31.0,20,25.3,True,True,True,False,93,True,approved
CLM-100117,GK-10162,Delhi,Nehru Place,2025-10-17,Extreme Heat,9.3,686.7,0.0,148,43.8,True,True,False,True,91,True,approved
CLM-100118,GK-10321,Delhi,Lajpat Nagar,2025-12-04,Severe AQI,9.3,369.28,0.0,470,40.4,True,True,True,True,100,True,approved
CLM-100119,GK-10346,Chennai,Velachery,2025-11-11,Severe AQI,5.4,257.4,0.0,376,27.4,False,False,False,False,53,False,review
CLM-100120,GK-10056,Mumbai,Andheri,2025-11-29,Flooding,6.2,330.17,0.0,85,35.0,False,False,False,False,24,False,rejected
CLM-100121,GK-10009,Chennai,Tambaram,2025-11-17,Heavy Rainfall,3.4,230.32,52.0,120,33.7,True,True,True,True,100,True,approved
CLM-100122,GK-10422,Chennai,T. Nagar,2025-11-08,Severe AQI,9.9,824.23,33.9,162,32.5,True,True,True,True,100,True,approved
CLM-100123,GK-10468,Chennai,Anna Nagar,2025-12-23,Flooding,6.9,275.33,58.9,82,33.0,True,True,True,True,100,True,approved
CLM-100124,GK-10196,Mumbai,Kurla,2025-12-28,Severe AQI,5.7,239.6,31.0,20,25.3,True,False,True,True,82,True,approved
CLM-100125,GK-10157,Delhi,Pitampura,2025-11-27,Flooding,6.3,170.66,0.6,342,31.2,True,True,False,True,90,True,approved
CLM-100126,GK-10045,Mumbai,Malad,2025-12-28,Severe AQI,8.8,496.41,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100127,GK-10497,Chennai,Sholinganallur,2025-12-28,Heavy Rainfall,5.7,208.44,44.2,119,30.5,False,True,True,True,79,True,review
CLM-100128,GK-10103,Chennai,T. Nagar,2025-11-15,Heavy Rainfall,3.4,125.65,59.0,95,29.8,True,True,True,True,100,True,approved
CLM-100129,GK-10074,Delhi,Rohini,2026-01-20,Severe AQI,9.6,433.38,0.0,359,26.1,True,True,True,True,100,True,approved
CLM-100130,GK-10146,Delhi,Rohini,2025-11-01,Severe AQI,5.6,164.71,0.0,364,29.5,True,True,True,True,100,True,approved
CLM-100131,GK-10312,Chennai,Chromepet,2025-11-29,Flooding,3.1,112.91,43.2,29,35.2,True,True,True,True,100,True,approved
CLM-100132,GK-10027,Mumbai,Kurla,2025-12-28,Heavy Rainfall,3.0,254.48,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100133,GK-10092,Mumbai,Borivali,2025-12-28,Flooding,3.2,217.09,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100134,GK-10221,Mumbai,Kurla,2025-12-28,Civic Disruption,4.1,260.53,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100135,GK-10237,Mumbai,Kurla,2025-12-28,Heavy Rainfall,9.0,467.75,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100136,GK-10205,Mumbai,Dadar,2025-12-28,Heavy Rainfall,8.7,420.04,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100137,GK-10115,Chennai,Mylapore,2025-12-21,Heavy Rainfall,8.3,268.4,30.1,99,27.0,True,True,True,True,100,True,approved
CLM-100138,GK-10352,Delhi,Connaught Place,2026-01-19,Heavy Rainfall,3.4,168.81,0.0,332,37.6,True,True,False,True,88,True,approved
CLM-100139,GK-10068,Mumbai,Thane,2025-12-28,Flooding,3.4,141.52,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100140,GK-10203,Chennai,Chromepet,2026-01-07,Civic Disruption,9.3,301.17,0.0,83,34.7,False,True,True,False,48,False,rejected
CLM-100141,GK-10490,Chennai,Adyar,2025-10-13,Severe AQI,9.3,402.51,39.1,100,36.4,False,True,True,True,80,True,approved
CLM-100142,GK-10456,Mumbai,Andheri,2025-12-28,Flooding,6.0,144.83,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100143,GK-10155,Chennai,Guindy,2025-11-04,Heavy Rainfall,8.8,364.72,37.8,115,32.9,True,True,False,True,87,True,approved
CLM-100144,GK-10444,Delhi,Karol Bagh,2025-11-11,Severe AQI,7.8,281.84,0.0,423,41.0,True,False,True,True,84,True,approved
CLM-100145,GK-10372,Chennai,Guindy,2025-10-20,Heavy Rainfall,9.8,392.94,47.3,101,37.4,True,True,True,True,100,True,approved
CLM-100146,GK-10377,Mumbai,Dadar,2025-12-28,Flooding,8.8,366.04,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100147,GK-10141,Delhi,Rohini,2025-11-20,Severe AQI,7.0,507.65,0.0,453,24.3,True,True,True,True,100,True,approved
CLM-100148,GK-10491,Mumbai,Malad,2025-12-28,Extreme Heat,9.6,816.89,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100149,GK-10145,Mumbai,Malad,2026-03-23,Severe AQI,7.0,525.23,3.2,175,30.9,False,True,False,True,50,False,review
CLM-100150,GK-10008,Chennai,Guindy,2025-11-04,Civic Disruption,10.0,371.71,37.8,115,32.9,True,True,True,True,100,True,approved
CLM-100151,GK-10161,Delhi,Dwarka,2025-12-30,Flooding,6.8,280.57,0.0,334,28.0,True,True,True,True,100,True,approved
CLM-100152,GK-10216,Mumbai,Dadar,2025-12-28,Flooding,9.6,483.97,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100153,GK-10247,Delhi,Dwarka,2025-12-30,Severe AQI,8.1,304.99,0.0,334,28.0,True,True,True,True,100,True,approved
CLM-100154,GK-10400,Chennai,T. Nagar,2025-11-29,Extreme Heat,5.3,387.96,30.3,159,31.0,True,True,True,True,100,True,approved
CLM-100155,GK-10159,Chennai,Sholinganallur,2025-11-28,Heavy Rainfall,8.9,372.6,41.9,112,33.8,True,True,True,True,100,True,approved
CLM-100156,GK-10233,Delhi,Lajpat Nagar,2025-10-29,Severe AQI,9.1,400.31,8.6,132,29.4,False,False,False,True,32,False,rejected
CLM-100157,GK-10332,Chennai,Chromepet,2025-11-20,Severe AQI,8.0,278.32,30.7,104,28.4,True,True,True,True,100,True,approved
CLM-100158,GK-10019,Mumbai,Goregaon,2025-12-28,Flooding,3.5,207.83,31.0,20,25.3,True,True,False,True,91,True,approved
CLM-100159,GK-10316,Chennai,Sholinganallur,2025-10-13,Heavy Rainfall,4.9,170.1,61.2,99,32.1,True,True,True,True,100,True,approved
CLM-100160,GK-10291,Chennai,Adyar,2025-10-13,Severe AQI,5.8,298.4,39.1,100,36.4,True,True,True,True,100,True,approved
CLM-100161,GK-10022,Delhi,Pitampura,2026-01-17,Severe AQI,6.3,241.49,2.5,419,30.0,True,True,False,True,90,True,approved
CLM-100162,GK-10228,Mumbai,Dadar,2025-12-28,Heavy Rainfall,5.2,222.98,31.0,20,25.3,True,False,True,True,86,True,approved
CLM-100163,GK-10119,Delhi,Lajpat Nagar,2025-12-19,Severe AQI,8.6,538.89,0.0,146,29.4,True,False,False,False,47,False,rejected
CLM-100164,GK-10174,Mumbai,Navi Mumbai,2025-12-28,Heavy Rainfall,3.4,101.43,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100165,GK-10141,Delhi,Rohini,2025-12-19,Extreme Heat,4.3,311.84,0.0,90,26.6,True,False,False,False,49,False,rejected
CLM-100166,GK-10266,Mumbai,Bandra,2025-11-26,Civic Disruption,9.7,373.8,4.7,164,30.7,False,True,False,False,39,False,rejected
CLM-100167,GK-10181,Chennai,Chromepet,2025-11-23,Heavy Rainfall,6.0,354.71,59.9,99,36.4,True,True,True,True,100,True,approved
CLM-100168,GK-10415,Delhi,Saket,2025-11-05,Severe AQI,9.6,875.16,0.0,420,32.7,True,True,True,True,100,True,approved
CLM-100169,GK-10102,Chennai,Mylapore,2025-12-14,Flooding,8.7,531.21,73.6,120,32.7,True,True,True,True,100,True,approved
CLM-100170,GK-10029,Mumbai,Kurla,2025-12-28,Extreme Heat,9.0,458.36,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100171,GK-10418,Chennai,Anna Nagar,2026-03-28,Flooding,10.0,470.77,0.0,201,27.2,True,False,False,True,47,False,rejected
CLM-100172,GK-10091,Delhi,Connaught Place,2026-01-02,Severe AQI,5.1,266.05,0.0,332,32.0,True,True,True,True,100,True,approved
CLM-100173,GK-10099,Delhi,Nehru Place,2025-11-20,Severe AQI,4.2,180.25,13.6,399,38.4,True,True,True,True,100,True,approved
CLM-100174,GK-10060,Mumbai,Navi Mumbai,2025-12-28,Severe AQI,9.4,830.23,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100175,GK-10382,Chennai,Chromepet,2026-03-13,Flooding,3.6,106.83,5.2,20,29.8,True,False,False,True,52,False,review
CLM-100176,GK-10031,Chennai,Guindy,2025-10-20,Flooding,8.7,359.39,47.3,101,37.4,True,True,False,True,89,True,approved
CLM-100177,GK-10395,Chennai,Velachery,2025-11-24,Flooding,4.5,245.24,46.5,55,34.0,True,True,True,True,100,True,approved
CLM-100178,GK-10203,Chennai,Chromepet,2025-10-21,Flooding,8.9,288.21,47.1,101,31.1,True,True,True,True,100,True,approved
CLM-100179,GK-10211,Delhi,Janakpuri,2026-01-13,Severe AQI,9.2,906.35,0.0,365,19.6,True,True,True,True,100,True,approved
CLM-100180,GK-10215,Delhi,Chandni Chowk,2026-01-02,Severe AQI,9.2,489.0,0.0,322,29.2,False,True,True,True,80,True,approved
CLM-100181,GK-10034,Chennai,Tambaram,2025-10-26,Extreme Heat,4.9,282.78,37.5,100,31.9,False,False,True,True,67,True,review
CLM-100182,GK-10456,Mumbai,Andheri,2025-12-28,Flooding,7.1,171.38,31.0,20,25.3,True,True,False,True,89,True,approved
CLM-100183,GK-10467,Delhi,Karol Bagh,2025-11-13,Civic Disruption,3.7,156.81,0.0,311,31.0,True,True,True,True,100,True,approved
CLM-100184,GK-10185,Delhi,Karol Bagh,2026-01-31,Severe AQI,8.8,923.75,0.0,379,15.0,False,True,False,True,64,False,review
CLM-100185,GK-10363,Mumbai,Malad,2025-12-28,Extreme Heat,10.0,510.89,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100186,GK-10408,Mumbai,Goregaon,2025-12-28,Flooding,9.4,915.47,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100187,GK-10271,Delhi,Dwarka,2025-11-10,Severe AQI,9.4,598.58,0.0,473,42.7,True,True,True,True,100,True,approved
CLM-100188,GK-10304,Mumbai,Dadar,2025-12-28,Civic Disruption,5.7,159.11,31.0,20,25.3,True,True,True,True,100,True,approved
CLM-100189,GK-10446,Delhi,Karol Bagh,2025-12-15,Severe AQI,8.1,295.68,0.0,418,32.8,True,True,True,True,100,True,approved
CLM-100190,GK-10351,Mumbai,Navi Mumbai,2025-12-07,Severe AQI,6.6,285.64,0.0,327,22.7,True,False,True,False,79,False,review
CLM-100191,GK-10449,Mumbai,Kurla,2025-12-28,Flooding,6.6,553.42,31.0,20,25.3,False,True,True,True,81,True,approved
